SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.946,0.01
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.843,0.01
CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.260555783,7.9967,403.676,2,0,20.31,16,0.706,0.01
CCCCCCCCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.351079522,4.5677,370.53,5,0,49.45,13,0.901,0.01
CCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.530393373,2.2271,286.368,5,0,49.45,7,0.868,0.01
CCCCCCSc1ncnn1N,0.43089848,1.6643,200.311,5,1,56.73,6,0.87,0.01
CCCN(CCC)Cc1ccc2cccnc2c1O,0.860282465,3.5624,258.365,3,1,36.36,6,0.866,0.01
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.780336143,2.3202,325.206,3,0,40.62,5,0.862,0.01
CCN(CC)CCN1C(=O)C(=O)c2cc(F)ccc21,0.75995588,1.6968,264.3,3,0,40.62,5,0.743,0.01
CCN(CC)CCN1C(=O)C(=O)c2ccccc21,0.740220911,1.5577,246.31,3,0,40.62,5,0.703,0.01
CCN(CC)CCOCc1ccc(O)c2ncccc12,0.788610417,2.7988,274.364,4,1,45.59,7,0.873,0.01
CCN1C(=O)CC(C)=Nn2cnnc21,0.642205578,0.2587,193.21,5,0,63.38,1,0.904,0.01
CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,0.617634474,2.1584,402.451,9,0,102.15,8,0.782,0.01
CCOC(=O)CC(=O)NCc1ccc(O)c2ncccc12,0.64283812,1.5098,288.303,5,2,88.52,5,0.671,0.01
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.765927801,2.1351,259.242,4,2,67.79,6,0.432,0.01
CCOP(=O)(O)C(NC)c1ccccc1OC,0.765927801,2.1351,259.242,4,2,67.79,6,0.6268,0.01
CN(C)c1ccc(/C=C/C2=NN(C(N)=S)C(c3ccc(N(C)C)cc3)C2)cc1,0.78147657,3.8784,393.56,4,1,48.1,5,0.946,0.01
CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.806113567,3.1595,291.354,3,1,48.99,3,0.873,0.01
CN(C)c1ccc(/C=N/Cc2ccc(O)c3ncccc23)cc1,0.748879178,3.6255,305.381,4,1,48.72,4,0.882,0.01
CN(C)Cc1ccc2cccnc2c1O,0.808795169,2.002,202.257,3,1,36.36,2,0.845,0.01
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.817874432,4.5284,314.86,2,0,6.48,4,0.906,0.01
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.846319882,2.1118,266.3,2,1,49.41,2,0.786,0.01
Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O,0.533791648,2.5087,281.271,5,0,78.03,2,0.822,0.01
Cn1c(-c2ccc(O)cc2)nc2ccccc2c1=O,0.722669886,2.3061,252.273,4,1,55.12,1,0.8426,0.01
Cn1c(-c2ccccc2)nc2ccccc2c1=O,0.650602752,2.6005,236.274,3,0,34.89,1,0.8155,0.01
CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,0.82033759,1.5623,316.43,4,2,51.63,2,0.904,0.01
CN1CCN(Cc2ccc3cccnc3c2O)CC1,0.888421427,1.6878,257.337,4,1,39.6,2,0.872,0.01
CNc1ccc(OC)cc1,0.669935642,1.7369,137.182,2,1,21.26,2,0.738,0.01
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.787087879,0.8768,310.335,7,2,116.43,5,0.7359,0.01
COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.35029642,6.5875,418.496,4,1,47.28,5,0.906,0.01
COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.628144734,3.0547,312.321,4,1,72.83,7,0.8209,0.01
COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.8045268,3.41052,292.338,3,1,54.98,3,0.78,0.01
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.800581628,3.1021,278.311,3,1,54.98,3,0.81,0.01
COc1ccc(/C=N\\N2C(=S)NNC2C)cc1,0.620574287,1.0698,250.327,4,2,48.89,3,0.77,0.01
COc1ccc(/N=C(/N=N/c2ccccc2)C(C)=O)cc1,0.480899034,4.0981,281.315,4,0,63.38,4,0.9205,0.01
COc1ccc(C=O)cc1Br,0.706989908,2.2702,215.046,2,0,26.3,2,0.761,0.01
COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.852738092,2.5973,326.352,5,2,80.15,6,0.71,0.01
COc1ccc(N)c([N+](=O)[O-])c1,0.408306999,1.1856,168.152,4,1,78.39,2,0.69,0.01
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.586382784,3.0633,342.347,5,1,82.06,8,0.8974,0.01
COc1cccc(-c2cnc3cc([N+](=O)[O-])ccc3n2)c1OC,0.542794258,3.2222,311.297,6,0,87.38,4,0.86,0.01
COc1cccc(-c2cnc3ccccc3n2)c1OC,0.729162508,3.314,266.3,4,0,44.24,3,0.903,0.01
N#CCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.930455472,1.83868,283.331,5,1,69.38,3,0.8,0.01
Nc1ccc(S(N)(=O)=O)cc1,0.580550982,-0.0838,172.209,3,2,86.18,1,0.6994,0.01
Nc1ccc2sc3ccc(N)cc3c2c1,0.564415058,3.2189,214.293,3,2,52.04,0,0.5033,0.01
NCCNCc1ccc(O)c2ncccc12,0.667781837,0.9887,217.272,4,3,71.17,4,0.978,0.01
NCCOCc1ccc(O)c2ncccc12,0.761334114,1.4157,218.256,4,2,68.37,4,0.974,0.01
Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.743871228,2.2965,276.39,6,1,56.73,4,0.873,0.01
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.575799902,1.3973,227.304,3,0,38.66,4,0.145,0.01
O(C)C1C=CC(=CC=1)C1=C(C(N)OC2C1=CC=C1C=CC=NC=21)C#N,0.780328242,3.24608,329.359,5,1,81.16,2,0.609,0.01
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],0.532972111,-1.0906,313.582,2,0,33.84,3,0.55,0.01
O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.555933285,4.9954,361.832,3,1,46.92,4,0.813,0.01
O=C(NCc1ccccc1)NCc1ccccc1,0.847236209,2.686,240.306,1,2,41.13,4,0.25,0.01
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.542892761,3.4899,356.466,3,1,54.45,6,0.44,0.01
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.377652927,2.591,380.585,8,3,81.24,16,0.786,0.01
[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.539835439,0.6551,371.322,1,0,8.81,7,0.725,0.01
[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.580158262,0.0706,343.268,1,0,8.81,5,0.732,0.01
O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.777972763,3.7469,282.73,2,1,45.75,2,0.836,0.01
O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.7570681,3.0935,248.285,2,1,45.75,2,0.87,0.01
O=C1C=CC(=O)N1c1ccccc1,0.596503289,1.116,173.171,2,0,37.38,1,0.883,0.01
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.403203132,2.5895,240.218,3,1,76,1,0.622,0.01
O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,0.416817601,4.4072,448.482,7,2,93.17,4,0.9,0.01
O=C1Nc2ccccc2SC1c1ccc(Cl)cc1,0.847941652,4.1255,275.76,2,1,29.1,1,0.85,0.01
O=Cc1c(-c2ccccc2)nc2ncccn12,0.625606628,2.2088,223.235,4,0,47.26,2,0.85,0.01
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,0.085826193,-2.4316,573.199,8,10,297.37,16,0.722,0.01
O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.669269887,2.0746,362.403,6,0,77.66,8,0.952,0.01
O=S(=O)(O)CCC[n+]1ccn(Cc2ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc2)c1,0.124452138,6.9628,727.413,4,1,72.41,10,0.931,0.01
O=S(=O)(O)CCC[n+]1ccn(Cc2ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,0.144740849,4.5067,679.453,6,1,106.55,13,0.738,0.01
Oc1c(CN2CCN(c3ccc(Cl)cc3)CC2)ccc2cccnc12,0.7744217,3.916,353.853,4,1,39.6,3,0.878,0.01
Oc1ccc(/C=N/Cc2ccc(F)cc2)c(O)c1,0.81680249,2.856,245.253,3,2,52.82,3,0.83,0.01
Oc1ccc(/C=N/Cc2ccccc2)c(O)c1,0.791971362,2.7169,227.263,3,2,52.82,3,0.86,0.01
Oc1ccc(/C=N\NC(=S)Nc2ccccc2)cc1,0.456255118,2.7127,271.345,3,3,56.65,3,0.6958,0.01
Oc1ccc(CC2=NCCN2)c2cccnc12,0.816738641,1.4846,227.267,4,2,57.51,2,0.8906,0.01
Oc1ccc(CC2=NCCO2)c2cccnc12,0.853802392,1.9116,228.251,4,1,54.71,2,0.8174,0.01
Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.632994974,-0.8977,230.094,1,1,34.37,1,0.82,0.01
Oc1ccc(Cn2c(-c3ccc(Br)cc3)nc3ccccc32)c2cccnc12,0.395608245,5.7679,430.305,4,1,50.94,3,0.79,0.01
Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.683197649,3.1371,378.501,4,2,51.63,3,0.742,0.01
Oc1ccc(COCc2ccccc2)c2cccnc12,0.782469977,3.6572,265.312,3,1,42.35,4,0.873,0.01
Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.377585537,6.5789,388.47,3,1,38.05,4,0.927,0.01
S=C(NCc1ccccc1)NCc1ccccc1,0.822605195,2.8509,256.374,1,2,24.06,4,0.78,0.01
S=C(NN=Cc1ccc(Cl)cc1)Nc1ccccc1,0.514239297,3.6605,289.791,2,2,36.42,3,0.7855,0.01
S=C(NN=Cc1ccccc1)Nc1ccccc1,0.502673277,3.0071,255.346,2,2,36.42,3,0.6865,0.01
[N-]=[N+]=NCC(CCl)OCc1ccc(O)c2ncccc12,0.38276546,3.3747,292.726,4,1,91.11,6,0.817,0.01
[N-]=[N+]=NCC(CN=[N+]=[N-])OCc1ccc(O)c2ncccc12,0.475094253,3.4462,299.294,5,1,139.87,7,0.923,0.01
Cc1ccc(/C=C/C=O)cc1,0.461495328,2.20712,146.189,1,0,17.07,2,0.43,0.01
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.8361,0.01
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.652647325,1.7317,307.394,4,1,67.34,6,0.397,0.01
ClC1C=CC(/C=N/CC2=CC=C(C3C2=CC=CN=3)O)=CC=1,0.735795169,4.2129,296.757,3,1,45.48,3,0.845,0.01
COc1ccc(/C=C/C=O)cc1,0.500938839,1.9073,162.188,2,0,26.3,3,0.71,0.01
N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.188255269,-2.2755,290.437,6,6,103.24,11,0.7102,0.01
N(C(=S)NCCO)C(C)=O,0.455246988,-1.0107,162.214,3,3,61.36,2,0.6611,0.01
N1=CC=CC2=CC=C3C(=C12)OC(C(=C3C1=CC=CC=C1)C#N)N,0.74844373,3.23748,299.333,4,1,71.93,1,0.646,0.01
N1C(C/C(=N\C2=CC=CC=C12)/C)=O,0.642679891,2.1212,174.203,2,1,41.46,0,0.6493,0.01
N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.523178944,4.7688,344.414,4,0,36.28,5,0.87,0.01
O(CC1CO1)C[C@@H]1[C@@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9258,0.01
O(CC1CO1)C[C@@H]1[C@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9107,0.01
OC1C=CC=CC=1/C=N/CC1C2=CC=CN=C2C(=CC=1)O,0.72257544,3.2651,278.311,4,2,65.71,3,0.743,0.01
OCCN(CCO)C(=S)NC(C)=O,0.498325674,-1.306,206.267,4,3,72.8,4,0.5951,0.01
OC[C@H]1OC2OC3[C@@H](CO)OC(OC4[C@@H](CO)OC(OC5[C@@H](CO)O[C@H](OC6[C@@H](CO)OC(O[C@@H]7[C@@H](CO)OC(OC8[C@@H](CO)O[C@H](OC1[C@H](O)C2O)[C@H](O)[C@H]8O)C(O)[C@H]7O)C(O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.112539311,-15.2306,1134.987,35,21,554.05,7,0.397,0.01
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.722,0.009
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.802,0.009
CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.114326601,3.8418,741.449,4,1,55.4,17,0.878,0.0075
CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.13866625,2.5712,641.435,4,1,55.4,15,0.675,0.0075
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.020655321,11.0515,813.636,6,2,73.8,34,0.931,0.0075
C(=N/c1ccc(-c2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.337684219,6.9778,372.518,4,0,24.72,5,0.544,0.005
C/C(=N/c1ccc(-c2ccc(N)cc2)cc1)c1c(O)oc(C)cc1=O,0.558566383,4.04372,334.375,5,2,88.82,3,0.4145,0.005
CC(C)N(C(=S)NCc1ccccc1)C(C)C,0.826316693,3.1799,250.411,1,1,15.27,4,0.83,0.005
CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.114326601,3.8418,741.449,4,1,55.4,17,0.861,0.005
CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.13866625,2.5712,641.435,4,1,55.4,15,0.529,0.005
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.384735163,-0.5638,326.319,2,1,29.46,12,0.71,0.005
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.318840569,0.9966,382.427,2,1,29.46,16,0.724,0.005
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.634,0.005
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.691,0.005
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.78,0.005
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCBr)cc1OC.[Br-],0.16662546,1.9386,508.339,3,0,30.82,14,0.6478,0.005
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCBr)cc1OC.[Br-],0.118409317,3.499,564.447,3,0,30.82,18,0.6474,0.005
COc1ccc(/C=N/CC[N+](C)(C)CCCCCCCCCCCCCCCCBr)cc1OC.[Br-],0.078628621,5.0594,620.555,3,0,30.82,22,0.7194,0.005
COc1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.547090101,4.51387,326.396,3,2,59.1,4,0.667,0.005
N=C(N)c1ccc(-c2ccc(-c3ccc(Cl)cc3)s2)cc1,0.517543418,5.01957,312.825,2,2,49.87,3,0.649,0.005
N=C(N)c1ccc(-c2ccc(-c3ccc(Cl)cc3)s2)cc1F,0.505562475,5.15867,330.815,2,2,49.87,3,0.636,0.005
Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.743871228,2.2965,276.39,6,1,56.73,4,0.853,0.005
O=C(NCc1ccccc1)NCc1ccccc1,0.847236209,2.686,240.306,1,2,41.13,4,0.31,0.005
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.403203132,2.5895,240.218,3,1,76,1,0.579,0.005
S=C(NCc1ccccc1)NCc1ccccc1,0.822605195,2.8509,256.374,1,2,24.06,4,0.51,0.005
N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.523178944,4.7688,344.414,4,0,36.28,5,0.84,0.005
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.020655321,11.0515,813.636,6,2,73.8,34,0.858,0.0015
[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.513808763,-1.1578,295.18,2,0,26,5,0.6047,0.001
[N-]=[N+]=NCc1cc(CN2CCCCC2)c(O)c2ncccc12,0.529683573,3.7366,297.362,4,1,85.12,4,0.57,0.001
[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.533034306,2.5829,299.334,5,1,94.35,4,0.78,0.001
C(COc1nc(OCCOCC2CO2)nc(OCCOCC2CO2)n1)OCC1CO1,0.214860338,-0.7458,429.426,12,0,131.64,18,0.68,0.001
C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.824744796,2.79452,243.262,4,1,62.8,2,0.611,0.001
C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,0.855317811,3.44792,277.707,4,1,62.8,2,0.606,0.001
C=C(C)n1c(=O)n(Cc2ccc(O)c3ncccc23)c2ccccc21,0.623885059,3.5957,331.375,5,1,60.05,3,0.849,0.001
C=CCSc1nc2ccccc2[nH]1,0.595229684,2.841,190.271,2,1,28.68,3,0.876,0.001
c1cc(N(CC2CO2)CC2CO2)ccc1Oc1ccc(N(CC2CO2)CC2CO2)cc1,0.485520706,2.6869,424.497,7,0,65.83,12,0.745,0.001
c1ccc(-c2ccccc2OCC2CO2)c(OCC2CO2)c1,0.737235113,2.9088,298.338,4,0,43.52,7,0.82,0.001
c1ccc(N(CC2CO2)CC2CO2)cc1,0.678032221,1.2906,205.257,3,0,28.3,5,0.928,0.001
c1ccc2[nH]c(SCSc3nc4ccccc4[nH]3)nc2c1,0.436026139,4.2811,312.423,4,2,57.36,4,0.913,0.001
c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1,0.635027937,3.6433,296.351,5,0,44.24,0,0.627,0.001
c1ccc2c(c1)OCCOCCOc1ccccc1-c1nnc-2s1,0.625012759,3.6599,340.404,6,0,53.47,0,0.719,0.001
c1ccc2c(c1)OCCOCCOCCOc1ccccc1-c1nnc-2s1,0.589240935,3.6765,384.457,7,0,62.7,0,0.768,0.001
c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.540671571,3.6931,428.51,8,0,71.93,0,0.789,0.001
c1ccc2c(c1)OCCOCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.489912417,3.7097,472.563,9,0,81.16,0,0.823,0.001
CC(=O)COc1ccc(C(=O)/C=C/c2ccc(C)cc2)cc1,0.599963401,3.85892,294.35,3,0,43.37,6,0.67,0.001
CC(C)(C)OC(=O)NCc1ccc(O)c2ncccc12,0.882795609,2.9651,274.32,4,2,71.45,2,0.85,0.001
CC(C)(c1ccc(OC(=S)SCC2CO2)cc1)c1ccc(OC(=S)SCC2CO2)cc1,0.348316717,5.6039,492.709,8,0,43.52,8,0.93,0.001
Cc1cc(C)cc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)c1,0.492567582,5.61224,389.886,3,1,46.92,4,0.864,0.001
Cc1cc(C)n(CC(=O)N/N=C/c2ccc(Cl)cc2)n1,0.693701966,2.30364,290.754,4,1,59.28,4,0.65,0.001
Cc1cc(C)n(CC(=O)N/N=C/c2ccccc2)n1,0.667637259,1.65024,256.309,4,1,59.28,4,0.329,0.001
Cc1cc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(=O)o1,0.693869236,2.61592,299.326,5,1,70.75,4,0.709,0.001
Cc1cc(O)c(C(=O)/C=C/c2cccc3cccnc23)c(=O)o1,0.593800404,3.09812,307.305,5,1,80.4,3,0.705,0.001
Cc1cc2nc(-c3ccc(Br)cc3)n(Cc3ccc(O)c4ncccc34)c2cc1C,0.341201529,6.38474,458.359,4,1,50.94,3,0.773,0.001
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,0.665275802,2.90892,250.301,3,0,34.89,1,0.8134,0.001
Cc1ccc(N2C(=O)C=CC2=O)cc1,0.623426465,1.42442,187.198,2,0,37.38,1,0.828,0.001
Cc1ccc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.525476715,5.30382,375.859,3,1,46.92,4,0.782,0.001
CCCCCCC[n+]1ccccn1.[I-],0.387476388,-0.6565,306.191,1,0,16.77,6,0.651,0.001
CCCCCCCC[n+]1ccccn1.[I-],0.384094449,-0.2664,320.218,1,0,16.77,7,0.74,0.001
CCCCCCCCC[n+]1ccccn1.[I-],0.375051575,0.1237,334.245,1,0,16.77,8,0.73,0.001
CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.237675584,6.8904,431.669,5,0,63.38,18,0.697,0.001
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCC)C1=O,0.109198832,9.8671,543.885,5,0,63.38,26,0.942,0.001
CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.260555783,7.9967,403.676,2,0,20.31,16,0.668,0.001
CCCCCCSc1ncnn1N,0.43089848,1.6643,200.311,5,1,56.73,6,0.86,0.001
CCCN(CCC)Cc1ccc2cccnc2c1O,0.860282465,3.5624,258.365,3,1,36.36,6,0.817,0.001
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.780336143,2.3202,325.206,3,0,40.62,5,0.792,0.001
CCN(CC)CCN1C(=O)C(=O)c2cc(F)ccc21,0.75995588,1.6968,264.3,3,0,40.62,5,0.582,0.001
CCN(CC)CCN1C(=O)C(=O)c2ccccc21,0.740220911,1.5577,246.31,3,0,40.62,5,0.259,0.001
CCN(CC)CCOCc1ccc(O)c2ncccc12,0.788610417,2.7988,274.364,4,1,45.59,7,0.871,0.001
CCN1C(=O)CC(C)=Nn2cnnc21,0.642205578,0.2587,193.21,5,0,63.38,1,0.865,0.001
CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,0.617634474,2.1584,402.451,9,0,102.15,8,0.538,0.001
CCOC(=O)CC(=O)NCc1ccc(O)c2ncccc12,0.64283812,1.5098,288.303,5,2,88.52,5,0.59,0.001
CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.806113567,3.1595,291.354,3,1,48.99,3,0.85,0.001
CN(C)c1ccc(/C=N/Cc2ccc(O)c3ncccc23)cc1,0.748879178,3.6255,305.381,4,1,48.72,4,0.865,0.001
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.65,0.001
CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.749,0.001
CN(C)Cc1ccc2cccnc2c1O,0.808795169,2.002,202.257,3,1,36.36,2,0.789,0.001
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.846319882,2.1118,266.3,2,1,49.41,2,0.773,0.001
Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O,0.533791648,2.5087,281.271,5,0,78.03,2,0.8048,0.001
Cn1c(-c2ccc(O)cc2)nc2ccccc2c1=O,0.722669886,2.3061,252.273,4,1,55.12,1,0.8106,0.001
Cn1c(-c2ccccc2)nc2ccccc2c1=O,0.650602752,2.6005,236.274,3,0,34.89,1,0.7754,0.001
CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,0.82033759,1.5623,316.43,4,2,51.63,2,0.859,0.001
CN1CCN(Cc2ccc3cccnc3c2O)CC1,0.888421427,1.6878,257.337,4,1,39.6,2,0.681,0.001
CNc1ccc(OC)cc1,0.669935642,1.7369,137.182,2,1,21.26,2,0.716,0.001
COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.35029642,6.5875,418.496,4,1,47.28,5,0.885,0.001
COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.628144734,3.0547,312.321,4,1,72.83,7,0.7638,0.001
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.800581628,3.1021,278.311,3,1,54.98,3,0.78,0.001
COc1ccc(/C=N\\N2C(=S)NNC2C)cc1,0.620574287,1.0698,250.327,4,2,48.89,3,0.65,0.001
COc1ccc(C=O)cc1Br,0.706989908,2.2702,215.046,2,0,26.3,2,0.684,0.001
COc1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.547090101,4.51387,326.396,3,2,59.1,4,0.633,0.001
COc1ccc(N)c([N+](=O)[O-])c1,0.408306999,1.1856,168.152,4,1,78.39,2,0.668,0.001
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.586382784,3.0633,342.347,5,1,82.06,8,0.8773,0.001
COc1cccc(-c2cnc3cc([N+](=O)[O-])ccc3n2)c1OC,0.542794258,3.2222,311.297,6,0,87.38,4,0.821,0.001
COc1cccc(-c2cnc3ccccc3n2)c1OC,0.729162508,3.314,266.3,4,0,44.24,3,0.721,0.001
N#CCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.930455472,1.83868,283.331,5,1,69.38,3,0.53,0.001
N=C(N)c1ccc(-c2ccc(-c3ccc(Cl)cc3)s2)cc1,0.517543418,5.01957,312.825,2,2,49.87,3,0.615,0.001
N=C(N)c1ccc(-c2ccc(-c3ccc(Cl)cc3)s2)cc1F,0.505562475,5.15867,330.815,2,2,49.87,3,0.611,0.001
