SMILES,IE,Concentration_mM
COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.93,1
COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.653,0.1
COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.472,0.05
COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.78,0.5
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.9596,1
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.8974,0.01
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.9218,0.1
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.8773,0.001
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccc(Br)cc3)ccc2c1,0.91,1
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccc(Br)cc3)ccc2c1,0.84,0.1
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccc(Br)cc3)ccc2c1,0.88,0.5
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccc(Br)cc3)ccc2c1,0.95,5
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccccc3)ccc2c1,0.87,1
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccccc3)ccc2c1,0.79,0.1
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccccc3)ccc2c1,0.83,0.5
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccccc3)ccc2c1,0.9,5
COc1cccc(-c2cnc3cc([N+](=O)[O-])ccc3n2)c1OC,0.86,0.01
COc1cccc(-c2cnc3cc([N+](=O)[O-])ccc3n2)c1OC,0.91,0.1
COc1cccc(-c2cnc3cc([N+](=O)[O-])ccc3n2)c1OC,0.821,0.001
COc1cccc(-c2cnc3cc([N+](=O)[O-])ccc3n2)c1OC,0.915,1
COc1cccc(-c2cnc3ccccc3n2)c1OC,0.903,0.01
COc1cccc(-c2cnc3ccccc3n2)c1OC,0.91,0.1
COc1cccc(-c2cnc3ccccc3n2)c1OC,0.721,0.001
COc1cccc(-c2cnc3ccccc3n2)c1OC,0.953,1
COc1ccccc1C=Nn1c(S)nnc1Cn1cncn1,0.924,1
COc1ccccc1N,0.5679,1
COc1ccccc1N=Cc1ccccc1O,0.85,1
COc1ccccc1N=Cc1ccccc1O,0.8,0.5
COc1ccccc1NC(=O)/C=N\O,0.728,1
COOCc1c(N)nnn1Cc1ccc(O)c2ncccc12,0.87,1
CSc1scc(C)[n+]1-c1ccccc1.[I-],0.9386,1
Fc1ccccc1C=Nn1c(S)nnc1Cn1cncn1,0.892,1
N#CC1=C(N)N(C2[C@H](O)[C@@H](O)[C@H](CO)O[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,0.8779,1
N#CC1=C(N)N(C2[C@H](O)O[C@@H](CO)[C@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,0.9065,0.1
N#CC1=C(N)N(C2[C@H](O)O[C@@H](CO)[C@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,0.7763,0.05
N#CC1=C(N)N(C2[C@H](O)O[C@@H](CO)[C@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,0.9127,0.5
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccc(Cl)cc1,0.868,1
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccccc1Cl,0.916,1
N#CCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.53,0.001
N#CCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.8,0.01
N#CCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.86,0.1
N#CCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.89,1
N/N=C(C(=N/c1ccccc1O)/c1ccccc1)\c1ccccc1,0.8862,1
N[C@@H](CC(=O)O)C(=O)O,0.887,1
N[C@@H](Cc1ccccc1)C(=O)O,0.868,1
N[C@@H](CS)C(=O)O,0.45,1
N[C@@H](CS)C(=O)O,0.14,0.1
N[C@@H](CS)C(=O)O,0.2,0.5
N=C(N)c1ccc(-c2ccc(-c3ccc(Cl)cc3)s2)cc1,0.615,0.001
N=C(N)c1ccc(-c2ccc(-c3ccc(Cl)cc3)s2)cc1,0.649,0.005
N=C(N)c1ccc(-c2ccc(-c3ccc(Cl)cc3)s2)cc1F,0.611,0.001
N=C(N)c1ccc(-c2ccc(-c3ccc(Cl)cc3)s2)cc1F,0.636,0.005
NC(=O)c1ccc(N=Cc2cccs2)cc1,0.88,1
NC(=O)c1ccc(N=Cc2cccs2)cc1,0.652,0.5
NC(=O)c1ccc(N=Cc2cccs2)cc1,0.949,5
NC(=O)N/N=C/c1cc2ccccc2[nH]1,0.63,1
NC(=S)N/N=C(\\c1ccco1)C(O)c1ccco1,0.968,2
NC(=S)N/N=C(\\c1ccco1)C(O)c1ccco1,0.715,0.2
NC(=S)N/N=C(\\c1ccco1)C(O)c1ccco1,0.898,3
NC(=S)N/N=C(\\c1ccco1)C(O)c1ccco1,0.657,1
NC(=S)N/N=C(\\c1ccco1)C(O)c1ccco1,0.58,0.4
NC(=S)N/N=C(\\c1ccco1)C(O)c1ccco1,0.557,0.1
[Br-].c1ccc(CCn2cc[n+](CCc3ccccc3)c2)cc1,0.863,0.05
NC(=S)N/N=C/c1ccc(O)cc1,0.89,1
NC(=S)N/N=C/c1ccccn1,0.877,0.5
NC(=S)N/N=C/c1ccccn1,0.824,0.25
NC(=S)N/N=C/c1ccccn1,0.802,0.15
NC(=S)N/N=C/c1ccccn1,0.897,1.5
NC(=S)N/N=C/c1cccnc1,0.88,0.25
NC(=S)N/N=C/c1cccnc1,0.71,0.15
NC(=S)N/N=C/c1cccnc1,0.9,0.5
NC(=S)N/N=C/c1cccnc1,0.92,1
NC(=S)N/N=C/c1cccnc1,0.92,1.5
NC(=S)N/N=C/c1ccncc1,0.845,1
NC(=S)N/N=C/c1ccncc1,0.842,0.5
NC(=S)N/N=C/c1ccncc1,0.82,0.25
NC(=S)N/N=C/c1ccncc1,0.706,0.15
NC(=S)N/N=C/c1ccncc1,0.855,1.5
NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.882,0.1
NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.813,0.05
NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.918,0.2
NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.813,0.05
NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.95,0.3
NC1=Nc2cccc3cccc(c23)N1,0.8741,0.1
Nc1ccc(-c2nc3ccccc3[nH]2)cc1,0.939,1
Nc1ccc(-c2nc3ccccc3[nH]2)cc1,0.861,0.1
Nc1ccc(-c2nc3ccccc3[nH]2)cc1,0.906,0.5
Nc1ccc(-n2ccnc2)cc1,0.662,1
Nc1ccc(-n2ccnc2)cc1,0.423,0.1
Nc1ccc(-n2ccnc2)cc1,0.678,0.5
Nc1ccc(-n2ccnc2)cc1,0.717,5
Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,0.919,0.2
Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,0.94,0.4
Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,0.95,0.6
Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,0.963,0.8
Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,0.974,1
Nc1ccc(S(N)(=O)=O)cc1,0.6994,0.01
Nc1ccc(S(N)(=O)=O)cc1,0.8208,0.05
Nc1ccc2nc[nH]c2c1,0.626,1
Nc1ccc2nc[nH]c2c1,0.34,0.1
Nc1ccc2nc[nH]c2c1,0.485,0.5
Nc1ccc2nc[nH]c2c1,0.724,5
Nc1ccc2sc3ccc(N)cc3c2c1,0.895,1
Nc1ccc2sc3ccc(N)cc3c2c1,0.5033,0.01
Nc1ccc2sc3ccc(N)cc3c2c1,0.8621,0.1
Nc1ccc2sc3ccc(N)cc3c2c1,0.8215,0.05
Nc1ccc2sc3ccc(N)cc3c2c1,0.8913,0.5
Nc1ccccc1-c1nc2ccccc2[nH]1,0.893,1
Nc1ccccc1-c1nc2ccccc2[nH]1,0.791,0.1
Nc1ccccc1-c1nc2ccccc2[nH]1,0.841,0.5
Nc1ccccc1Cl,0.6362,1
Nc1ccccc1F,0.5738,1
Nc1nc(-c2ccc(O)cc2)c(Sc2sc(N)nc2-c2ccc(O)cc2)s1,0.851,1
Nc1nc(-c2ccc(O)cc2)c(Sc2sc(N)nc2-c2ccc(O)cc2)s1,0.848,0.1
Nc1nc(-c2ccc(O)cc2)c(Sc2sc(N)nc2-c2ccc(O)cc2)s1,0.846,0.5
Nc1nc(-c2ccc(O)cc2)c(Sc2sc(N)nc2-c2ccc(O)cc2)s1,0.891,2
Nc1nc(-c2ccc(O)cc2)cs1,0.797,0.1
Nc1nc(-c2ccc(O)cc2)cs1,0.881,0.5
Nc1nc(-c2ccc(O)cc2)cs1,0.909,2
Nc1nc(-c2ccccc2)cs1,0.905,0.1
Nc1nc(-c2ccccc2)cs1,0.91,0.5
Nc1nc(-c2ccccc2)cs1,0.916,2
Nc1nc(N)c2nc[nH]c2n1,0.709,1
Nc1nc(N)nc(N)n1,0.6387,1
Nc1nc(S)c2nc[nH]c2n1,0.784,1
Nc1nc2[nH]cnc2c(=O)[nH]1,0.678,1
Nc1nc2ccccc2[nH]1,0.5863,5
Nc1nc2ccccc2[nH]1,0.0719,0.05
Nc1nc2ccccc2[nH]1,0.111,0.1
Nc1nc2ccccc2[nH]1,0.171,0.5
Nc1nc2ccccc2[nH]1,0.3984,1
Nc1nc2ccccc2[nH]1,0.563,3
Nc1ncnc2[nH]cnc12,0.699,1
Nc1nnc(-c2ccccc2)s1,0.481,0.5
Nc1nnc(-c2ccccc2)s1,0.798,2
Nc1nnc(-c2ccccc2)s1,0.685,1
Nc1nnc(S)s1,0.976,1
NCc1nc2ccccc2[nH]1,0.634,1
NCc1nc2ccccc2[nH]1,0.218,0.1
NCc1nc2ccccc2[nH]1,0.454,0.5
NCc1nc2ccccc2[nH]1,0.597,5
NCCNCc1ccc(O)c2ncccc12,0.969,1
NCCNCc1ccc(O)c2ncccc12,0.978,0.01
NCCNCc1ccc(O)c2ncccc12,0.982,0.1
NCCNCc1ccc(O)c2ncccc12,0.947,0.001
NCCOCc1ccc(O)c2ncccc12,0.989,1
NCCOCc1ccc(O)c2ncccc12,0.974,0.01
NCCOCc1ccc(O)c2ncccc12,0.989,0.1
NCCOCc1ccc(O)c2ncccc12,0.969,0.001
Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.873,0.01
Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.919,0.1
Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.897,0.05
Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.853,0.005
Nn1c(S)nnc1Cn1cncn1,0.716,1
NNCc1ccc(O)c2ncccc12,0.97,1
NOCc1ccc(O)c2ncccc12,0.969,1
O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,0.959,1
O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,0.903,0.1
O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,0.94,0.5
O=[N+]([O-])c1ccc(N/N=C/c2ccc(Cl)cc2)c([N+](=O)[O-])c1,0.843,1
O=[N+]([O-])c1ccc(N/N=C/c2ccc(O)cc2O)c([N+](=O)[O-])c1,0.9389,1
O=[N+]([O-])c1ccc2[nH]ncc2c1,0.759,1
O=[N+]([O-])c1ccccc1C=Nn1c(S)nnc1Cn1cncn1,0.891,1
O=[N+]([O-])c1ccccc1-c1nc2ccccc2[nH]1,0.909,1
O=[N+]([O-])c1ccccc1-c1nc2ccccc2[nH]1,0.828,0.1
O=[N+]([O-])c1ccccc1-c1nc2ccccc2[nH]1,0.866,0.5
O=[N+]([O-])c1ccccc1N=Cc1ccccc1O,0.4,0.5
O=C(/C=N\O)Nc1ccccc1,0.595,1
O=C(/C=N\O)Nc1ccccc1Br,0.751,1
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.973,1
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.931,0.25
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.145,0.01
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.755,0.05
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.881,0.1
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.958,0.5
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.973,1
O(C)C1C=CC(=CC=1)C1=C(C(N)OC2C1=CC=C1C=CC=NC=21)C#N,0.787,1
O(C)C1C=CC(=CC=1)C1=C(C(N)OC2C1=CC=C1C=CC=NC=21)C#N,0.646,0.1
O(C)C1C=CC(=CC=1)C1=C(C(N)OC2C1=CC=C1C=CC=NC=21)C#N,0.609,0.01
O(C)C1C=CC(=CC=1)C1=C(C(N)OC2C1=CC=C1C=CC=NC=21)C#N,0.197,0.001
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],0.91,1
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],0.55,0.01
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],0.7465,0.1
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],0.28,0.001
O=C(C=Cc1ccc(F)cc1)c1ccc(OCn2cncn2)cc1,0.983,1
O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.926,1
O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.813,0.01
O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.862,0.1
O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.748,0.001
O=C(Cn1cncn1)N1CCC(c2ccc(Cl)cc2Cl)=N1,0.99,1
O=C(Cn1cncn1)N1CCC(c2ccc(F)cc2)=N1,0.97,1
O=C(Cn1cncn1)N1CCC(c2ccccc2)=N1,0.98,1
O=C(Cn1cncn1)NNC(=S)NC(O)c1ccccc1,0.978,1
O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.4089,0.1
O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.3153,0.05
O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.4603,0.5
O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.5456,5
O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.5062,1
O=C(CSc1nnc(Cn2cncn2)o1)c1ccccc1,0.984,1
O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.707,0.5
O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.547,0.25
O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.85,2
O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.823,1
O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.928,4
O=C(NCc1ccccc1)NCc1ccccc1,0.25,0.01
O=C(NCc1ccccc1)NCc1ccccc1,0.45,0.1
O=C(NCc1ccccc1)NCc1ccccc1,0.31,0.005
O=C(NCc1ccccc1)NCc1ccccc1,0.65,0.2
O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,0.8913,1
O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,0.782,0.1
O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,0.8645,0.5
O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,0.8587,0.25
O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,0.8822,0.75
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.98,1
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.945,0.25
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.44,0.01
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.885,0.05
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.927,0.1
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.973,0.5
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9345,1
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9219,0.5
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9075,0.25
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.8715,0.1
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.8549,0.05
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.786,0.01
[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.725,0.01
[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.904,0.05
[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.942,0.1
[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.951,0.5
[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.973,1
[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.732,0.01
[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.826,0.05
[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.871,0.1
[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.953,0.5
[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.955,1
O=C(OCc1ccc(O)c2ncccc12)c1ccc([N+](=O)[O-])cc1,0.901,1
O=C(OCc1ccc(O)c2ncccc12)c1ccc(Cl)cc1,0.931,1
O=c1[nH]c2ccccc2[nH]c1=O,0.8714,1
O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.928,1
O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.836,0.01
O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.893,0.1
O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.679,0.001
O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.87,0.01
O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.92,0.1
O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.88,0.05
O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.85,0.001
O=C1C=CC(=O)N1c1ccccc1,0.827,0.001
O=C1C=CC(=O)N1c1ccccc1,0.883,0.01
O=C1C=CC(=O)N1c1ccccc1,0.914,0.1
O=C1C=CC(=O)N1c1ccccc1,0.934,1
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.838,1
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.622,0.01
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.721,0.1
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.663,0.05
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.401,0.001
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.919,5
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.579,0.005
O=C1c2ccccc2NC(c2cc([N+](=O)[O-])ccc2O)N1/N=C/c1cc([N+](=O)[O-])ccc1O,0.902,1
O=C1c2ccccc2NC(c2cc([N+](=O)[O-])ccc2O)N1/N=C/c1cc([N+](=O)[O-])ccc1O,0.576,0.1
O=C1c2ccccc2NC(c2cc([N+](=O)[O-])ccc2O)N1/N=C/c1cc([N+](=O)[O-])ccc1O,0.465,0.05
O=C1c2ccccc2NC(c2cc([N+](=O)[O-])ccc2O)N1/N=C/c1cc([N+](=O)[O-])ccc1O,0.754,0.5
O=c1cc(/N=C/c2ccccc2)nc2sc(-c3ccc(Cl)cc3)c(O)c(=O)n12,0.918,1
O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,0.945,1
O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,0.9,0.01
O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,0.922,0.1
O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,0.878,0.001
O=C1Nc2ccccc2/C1=N/c1ccc(Cl)cc1,0.853,1
O=C1Nc2ccccc2/C1=N/c1ccc(O)cc1,0.912,1
O=C1Nc2ccccc2/C1=N/c1ccccc1,0.748,1
O=C1Nc2ccccc2SC1c1ccc(Cl)cc1,0.94,1
O=C1Nc2ccccc2SC1c1ccc(Cl)cc1,0.85,0.01
O=C1Nc2ccccc2SC1c1ccc(Cl)cc1,0.9,0.1
O=Cc1c(-c2ccccc2)nc2ncccn12,0.85,0.01
O=Cc1c(-c2ccccc2)nc2ncccn12,0.866,0.1
O=Cc1c(-c2ccccc2)nc2ncccn12,0.833,0.001
O=Cc1c(-c2ccccc2)nc2ncccn12,0.874,1
O=Cc1cc2cc([N+](=O)[O-])ccc2cc1Cl,0.85,1
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,0.71,0.1
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,0.78,0.5
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,0.89,5
O=Cc1cc2cc(Cl)cc([N+](=O)[O-])c2nc1Cl,0.7,0.1
O=Cc1cc2cc(Cl)cc([N+](=O)[O-])c2nc1Cl,0.77,0.5
O=Cc1cc2cc(Cl)cc([N+](=O)[O-])c2nc1Cl,0.87,5
O=Cc1cc2cc(Cl)ccc2cc1Cl,0.83,1
O=Cc1cc2cc(Cl)ccc2nc1Cl,0.87,0.1
O=Cc1cc2cc(Cl)ccc2nc1Cl,0.92,0.5
O=Cc1cc2cc(Cl)ccc2nc1Cl,0.96,5
O=Cc1ccc(-n2ccnc2)cc1,0.722,1
O=Cc1ccc(-n2ccnc2)cc1,0.236,0.1
O=Cc1ccc(-n2ccnc2)cc1,0.642,0.5
O=Cc1ccc(-n2ccnc2)cc1,0.804,5
O=P(O)(O)C(O)c1ccccc1,0.71,0.1
O=P(O)(O)C(O)c1ccccc1,0.73,0.2
O=P(O)(O)C(O)c1ccccc1,0.86,0.3
O=P(O)(O)C(O)c1ccccc1,0.91,0.4
O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.7797,1
O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.5458,0.5
O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.8187,2
O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.8187,4
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,0.722,0.01
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,0.775,0.1
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,0.608,0.001
O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.976,1
O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.952,0.01
O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.96,0.1
O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.945,0.001
O=S(=O)(O)c1c(Cc2ccc3ncccc3c2)c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c1S(=O)(=O)O,0.9803,1
O=S(=O)(O)c1c(Cc2ccc3ncccc3c2)c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c1S(=O)(=O)O,0.8426,0.1
O=S(=O)(O)c1c(Cc2ccc3ncccc3c2)c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c1S(=O)(=O)O,0.9412,0.5
O=S(=O)(O)CCC[n+]1ccn(Cc2ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc2)c1,0.931,0.01
O=S(=O)(O)CCC[n+]1ccn(Cc2ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,0.738,0.01
Oc1c(CN2CCN(c3ccc(Cl)cc3)CC2)ccc2cccnc12,0.878,0.01
Oc1c(CN2CCN(c3ccc(Cl)cc3)CC2)ccc2cccnc12,0.925,0.1
Oc1c(CN2CCN(c3ccc(Cl)cc3)CC2)ccc2cccnc12,0.862,0.001
Oc1ccc(/C=N/C2CCCCC2/N=C/c2ccc(O)cc2)cc1,0.53,0.5
Oc1ccc(/C=N/C2CCCCC2/N=C/c2ccc(O)cc2)cc1,0.71,2
Oc1ccc(/C=N/C2CCCCC2/N=C/c2ccc(O)cc2)cc1,0.62,1
Oc1ccc(/C=N/C2CCCCC2/N=C/c2ccc(O)cc2)cc1,0.4,0.2
Oc1ccc(/C=N/Cc2ccc(F)cc2)c(O)c1,0.83,0.01
Oc1ccc(/C=N/Cc2ccccc2)c(O)c1,0.86,0.01
Oc1ccc(/C=N\NC(=S)Nc2ccccc2)cc1,0.6958,0.01
Oc1ccc(C2=Nn3c(S)nnc3NN2)cc1,0.5936,0.5
Oc1ccc(CC2=NCCN2)c2cccnc12,0.9619,1
Oc1ccc(CC2=NCCN2)c2cccnc12,0.8906,0.01
Oc1ccc(CC2=NCCN2)c2cccnc12,0.9237,0.1
Oc1ccc(CC2=NCCN2)c2cccnc12,0.8623,0.001
Oc1ccc(CC2=NCCO2)c2cccnc12,0.9165,1
Oc1ccc(CC2=NCCO2)c2cccnc12,0.8174,0.01
Oc1ccc(CC2=NCCO2)c2cccnc12,0.8183,0.1
Oc1ccc(CC2=NCCO2)c2cccnc12,0.8154,0.001
Oc1ccc(Cc2ccccc2)c2cccnc12,0.9806,1
Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.91,1
Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.82,0.01
Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.84,0.1
